stage,epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,time_sec
1,1,0.6721436532377354,0.7509516041326808,0.7163595744602169,0.39176242753448737,0.8854337152209493,0.8664611888456841,0.001,129.4471833705902
1,2,0.46338395517503783,0.8276237085372485,0.8073566465425824,0.3352116784614354,0.8985270049099836,0.8885524250518505,0.001,102.59838008880615
1,3,0.4284470791464075,0.835236541598695,0.81412639019375,0.3014899877718545,0.8903436988543372,0.8730504671583992,0.001,96.1263313293457
1,4,0.4022834228717354,0.8428493746601414,0.8249977352290382,0.28961852012406397,0.8968903436988543,0.8829386751824151,0.001,90.58510780334473
1,5,0.37680146999175035,0.8499184339314845,0.8299192537911013,0.2674504150034412,0.9034369885433715,0.8921596921596922,0.001,86.64779472351074
2,6,0.3464804646630466,0.8754758020663403,0.861320753222146,0.22693731248189747,0.9148936170212766,0.9027483976909773,0.0001,94.22449398040771
2,7,0.2908799684423672,0.8858075040783034,0.8735366274406099,0.22102566801602974,0.9083469721767594,0.8974444182498723,9.891830623632339e-05,90.26828694343567
2,8,0.2664912394478374,0.9042958129418162,0.8945302623166085,0.20018337111548198,0.9230769230769231,0.9135169018923669,9.572050015330874e-05,92.21517992019653
2,9,0.2320319035856733,0.912452419793366,0.9003674476180681,0.18446948874052826,0.9165302782324058,0.9054298724407812,9.05463412215599e-05,90.81943249702454
2,10,0.21563264274642543,0.9129961935834693,0.9029278914177707,0.1864102833893656,0.9214402618657938,0.9104630812868799,8.362196501476348e-05,88.07523131370544
2,11,0.22288367176522633,0.921152800435019,0.9129923263630843,0.1847774484263407,0.9198036006546645,0.9111510070279704,7.525e-05,160.9878008365631
2,12,0.19166255902140408,0.9282218597063622,0.9184923240180741,0.19531300072840213,0.9099836333878887,0.8987676183729972,6.57963412215599e-05,152.87372088432312
2,13,0.1690858152328852,0.9358346927678086,0.9279089704055705,0.17827554758898792,0.9181669394435352,0.9069161705317312,5.567415893174885e-05,74.54336738586426
2,14,0.16946533203222233,0.9352909189777052,0.9263978663614534,0.20068495602952088,0.9132569558101473,0.902622511412681,4.532584106825116e-05,78.9350905418396
2,15,0.19574887063627724,0.924415443175639,0.9151846475878137,0.20294268713706157,0.9181669394435352,0.9069987867162462,3.5203658778440106e-05,92.09437370300293
