stage,epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,time_sec
1,1,0.6494895836581355,0.7342391304347826,0.6996929821309673,0.4714086764107715,0.8580750407830342,0.8338119137270801,0.001,149.0829017162323
1,2,0.47068856241910356,0.8125,0.7914266076484532,0.4196333481184227,0.8727569331158238,0.8562602975562911,0.001,97.52579474449158
1,3,0.4133439136588055,0.8375,0.8247658004078214,0.4111849798974361,0.8711256117455138,0.8522452504317789,0.001,92.78466200828552
1,4,0.408503557547279,0.8331521739130435,0.8166077944902512,0.4112827802778846,0.8711256117455138,0.8553710414415897,0.001,88.70894289016724
1,5,0.40000049653260605,0.8309782608695652,0.8156652896272871,0.3956862448138864,0.8711256117455138,0.8547680067757318,0.001,93.88878417015076
2,6,0.34620273184517153,0.8619565217391304,0.847395761250413,0.3696734038277318,0.8841761827079935,0.8669906269906269,0.0001,100.73827910423279
2,7,0.29768332521552626,0.878804347826087,0.8664987095806497,0.38001954588935777,0.8874388254486134,0.8691254994553447,9.891830623632339e-05,96.50786423683167
2,8,0.2702715624285781,0.8880434782608696,0.8754566616701919,0.36125791603380275,0.8890701468189234,0.8711984714776159,9.572050015330874e-05,93.72145509719849
2,9,0.23277239099792812,0.9027173913043478,0.8927696300627949,0.39856333983226466,0.8841761827079935,0.8626491702034874,9.05463412215599e-05,94.9713613986969
2,10,0.226850868469995,0.9043478260869565,0.8941536465079397,0.39895313660056614,0.8727569331158238,0.8527312494023732,8.362196501476348e-05,111.73277115821838
2,11,0.20700182836988698,0.9163043478260869,0.9080513059612713,0.4317747123302439,0.8776508972267537,0.855535068193296,7.525e-05,100.51862525939941
2,12,0.18446569196555926,0.9282608695652174,0.9212320585237794,0.41725338094671777,0.8809135399673735,0.8623061434759243,6.57963412215599e-05,99.14638113975525
2,13,0.21266454247676808,0.9179347826086957,0.9089284293354835,0.4301121178042101,0.8711256117455138,0.8534715210374714,5.567415893174885e-05,99.64186668395996
2,14,0.17422949200415094,0.9358695652173913,0.929442990199778,0.4389890104921179,0.8825448613376835,0.8620526258325145,4.532584106825116e-05,92.6680805683136
2,15,0.16810965755063553,0.933695652173913,0.9264811575053752,0.41696259452768436,0.8874388254486134,0.8697860831866032,3.5203658778440106e-05,96.32088994979858
