stage,epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,time_sec
1,1,0.6424993466084978,0.7577572128470332,0.7252016886901034,0.4741656701126005,0.8420195439739414,0.8344522507404749,0.001,172.22174906730652
1,2,0.4328566037836319,0.8383233532934131,0.8198951852697111,0.402233238207595,0.8534201954397395,0.8424193904581904,0.001,98.85605835914612
1,3,0.39591369044216157,0.8492106695699511,0.8339599823713,0.3782840303178719,0.8583061889250815,0.8479273744301566,0.001,134.61770582199097
1,4,0.37728354203421977,0.8513881328252586,0.8347168035658421,0.3645593255442789,0.8501628664495114,0.8338423997643991,0.001,142.39879655838013
1,5,0.35858063085869596,0.8709853021230267,0.8555156319410416,0.3566774752003168,0.8631921824104235,0.8475974271036542,0.001,162.93877363204956
2,6,0.3044848364043249,0.8807838867719108,0.8671574203529957,0.3385788534649614,0.8599348534201955,0.8496062680553083,0.0001,115.76813745498657
2,7,0.2938452703461546,0.8949373979314099,0.8833643593496018,0.3312433477284854,0.8697068403908795,0.8601684714091924,9.891830623632339e-05,118.0228283405304
2,8,0.24373418982173672,0.8987479586281981,0.8871030225025153,0.32524583208395913,0.8713355048859935,0.8637398441576765,9.572050015330874e-05,115.12272071838379
2,9,0.22751792718615296,0.9123571039738705,0.9013286217658352,0.30641331351650364,0.8827361563517915,0.8716855860648259,9.05463412215599e-05,109.37328386306763
2,10,0.19346306156255527,0.9221556886227545,0.9116908387785086,0.32249143858309776,0.8697068403908795,0.8600990686409961,8.362196501476348e-05,104.95011353492737
2,11,0.20142289833913501,0.9188894937397931,0.9089200730908032,0.32292903677624096,0.8762214983713354,0.866869262921688,7.525e-05,110.44466781616211
2,12,0.1785011264532561,0.9292324442025041,0.9203617192849998,0.32166779843077115,0.8859934853420195,0.8743589275610958,6.57963412215599e-05,115.75402092933655
2,13,0.17067885602467983,0.9335873707131193,0.9256160172299474,0.3194736120221281,0.8811074918566775,0.8692460463136032,5.567415893174885e-05,114.76197075843811
2,14,0.15646800430462163,0.9455634186173109,0.9381098480727236,0.32302945606252753,0.8778501628664495,0.8670683988359796,4.532584106825116e-05,120.87584781646729
2,15,0.14627530096858238,0.945019052803484,0.9382203680634498,0.3280281792409985,0.8762214983713354,0.8663416630555153,3.5203658778440106e-05,116.2984402179718
2,16,0.16718330194744715,0.934676102340773,0.9251886074653545,0.33309191190531473,0.8745928338762216,0.8656604833075422,2.5750000000000013e-05,124.1032247543335
2,17,0.13747537749321095,0.949918345127926,0.9432280211666685,0.3235821130621802,0.8827361563517915,0.8716905854160757,1.7378034985236535e-05,109.36684799194336
2,18,0.16619742173391253,0.934676102340773,0.9258502608234224,0.3300340626455528,0.8745928338762216,0.8639488847596885,1.0453658778440107e-05,106.63249659538269
2,19,0.13550427667979126,0.9542732716385411,0.9489202535474285,0.33359043998188714,0.8729641693811075,0.8632195261113716,5.279499846691251e-06,95.41694355010986
