stage,epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,time_sec
1,1,0.6307651514716455,0.7562568008705114,0.72338238068289,0.4759041425357246,0.8123980424143556,0.8039958407605466,0.001,112.45595097541809
1,2,0.4313848970115379,0.8335146898803046,0.8153199861015111,0.43486275330647756,0.833605220228385,0.8312416120559268,0.001,88.47459506988525
1,3,0.37847075310573225,0.8520130576713819,0.8365537853790858,0.3844188622413218,0.8482871125611745,0.8426362215717539,0.001,87.62717509269714
1,4,0.3433443440187224,0.8683351468988031,0.8565177128326518,0.35824886353330937,0.8597063621533442,0.8513101148604446,0.001,85.60092210769653
1,5,0.33109154593568374,0.8715995647442872,0.8586495828750406,0.3724398302798559,0.8613376835236541,0.8557089047570571,0.001,88.12822413444519
2,6,0.29695341817961685,0.8819368879216539,0.8698333044541924,0.32831040220441476,0.8580750407830342,0.8516823843562914,0.0001,90.75449681282043
2,7,0.2556967769016768,0.8960826985854189,0.8850813396782398,0.3388380276352216,0.8597063621533442,0.8559961263889955,9.891830623632339e-05,89.24739289283752
2,8,0.19224968007780913,0.9281828073993471,0.919715868132397,0.33256974581744503,0.866231647634584,0.8612697472491714,9.572050015330874e-05,94.76809048652649
2,9,0.20142538683393704,0.9205658324265505,0.9119513524365449,0.3442872601544536,0.8629690048939641,0.8566994153155875,9.05463412215599e-05,94.55744218826294
2,10,0.19263444678762662,0.9200217627856365,0.9111417587032529,0.3432306916457502,0.8694942903752039,0.8647144255624689,8.362196501476348e-05,87.04733514785767
2,11,0.19107632047139003,0.9276387377584331,0.9209733051252815,0.31024968557418314,0.8694942903752039,0.8592905676907939,7.525e-05,90.07425594329834
2,12,0.17459450115706118,0.9390642002176278,0.9325916943497153,0.3419027822836626,0.8743882544861338,0.8685550933218448,6.57963412215599e-05,87.04392623901367
2,13,0.14314265727948183,0.9428726877040261,0.9371724682066253,0.32094417583747337,0.8760195758564437,0.8672545675584695,5.567415893174885e-05,88.9847481250763
2,14,0.1402897265647519,0.9455930359085963,0.9396316761358813,0.33744399609168774,0.8760195758564437,0.869378962163669,4.532584106825116e-05,98.71022343635559
2,15,0.13069183744542845,0.9494015233949945,0.9435090666007652,0.3374796324207479,0.8858075040783034,0.8808933472751727,3.5203658778440106e-05,93.18621397018433
2,16,0.14367851464156875,0.9461371055495104,0.940087328972531,0.329845797910156,0.8727569331158238,0.8635268154623293,2.5750000000000013e-05,86.8579785823822
2,17,0.11502391453406756,0.9586507072905331,0.9540475257866561,0.3323097935137848,0.8776508972267537,0.87107463884655,1.7378034985236535e-05,85.63726878166199
2,18,0.13700572061590582,0.9466811751904244,0.9409088556906632,0.328410568699502,0.8825448613376835,0.874950834039141,1.0453658778440107e-05,85.50730562210083
2,19,0.12234588376407525,0.955930359085963,0.9508126997121065,0.32856853869416996,0.8809135399673735,0.8731726969646262,5.279499846691251e-06,86.33509016036987
2,20,0.12001383037866784,0.955930359085963,0.9505111505162351,0.3364076170611513,0.8776508972267537,0.8704357907501036,2.0816937636766186e-06,86.90873670578003
