stage,epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,time_sec
1,1,0.6336346861457409,0.7693144722524483,0.7375361873241225,0.5032298097213758,0.8254486133768353,0.8147355808369107,0.001,113.72364068031311
1,2,0.44919652779616004,0.8389553862894451,0.8207354540784233,0.4411011513255743,0.8303425774877651,0.8242060850624885,0.001,87.60580849647522
1,3,0.3880690667652591,0.8465723612622416,0.8302996655747771,0.388783539391653,0.835236541598695,0.8212529295849601,0.001,83.47811007499695
1,4,0.3580009469334786,0.8645266594124048,0.8501654375505444,0.3851332729150576,0.8401305057096248,0.8270472024335526,0.001,81.7813024520874
1,5,0.3714192114665018,0.8601741022850925,0.8456830047709399,0.3537669332536943,0.8531810766721044,0.8395868215433578,0.001,84.81193661689758
2,6,0.3309744770949761,0.8672470076169749,0.8492264617994533,0.32330350132984204,0.8597063621533442,0.8490119671467696,0.0001,88.05265402793884
2,7,0.28334346323621673,0.8955386289445049,0.883660385076826,0.31736248656256555,0.8499184339314845,0.8407367303200637,9.891830623632339e-05,88.6264374256134
2,8,0.2366220320659052,0.9058759521218716,0.8957833994299099,0.287975497677509,0.8694942903752039,0.8571242640200772,9.572050015330874e-05,86.33973264694214
2,9,0.2219939496655978,0.9134929270946681,0.9027016552945998,0.27918570548247357,0.8743882544861338,0.861328650133701,9.05463412215599e-05,86.8307592868805
2,10,0.2011777322589378,0.926006528835691,0.9170990198465278,0.27406119041108384,0.8825448613376835,0.874236886479329,8.362196501476348e-05,85.73726654052734
2,11,0.18696659794067144,0.9314472252448314,0.9229844442267097,0.2715993717337121,0.8776508972267537,0.8654558875692694,7.525e-05,84.53866219520569
2,12,0.17350987019878736,0.9319912948857454,0.9245236930067738,0.2692062582146091,0.8792822185970636,0.8682404240351259,6.57963412215599e-05,83.09162211418152
2,13,0.16895650909307602,0.9396082698585418,0.9328083583444208,0.27124918794311087,0.8858075040783034,0.8772169568368371,5.567415893174885e-05,86.37043142318726
2,14,0.1695172565465264,0.9352557127312296,0.9279786927044084,0.25858689104411964,0.8841761827079935,0.8692204278630248,4.532584106825116e-05,87.17818665504456
2,15,0.14940297707380226,0.9423286180631121,0.935815512807994,0.2626254369685545,0.8841761827079935,0.8738875971525611,3.5203658778440106e-05,85.02362632751465
2,16,0.1524278362148864,0.9396082698585418,0.9317030070794057,0.24217092085988254,0.8874388254486134,0.8737066891121786,2.5750000000000013e-05,84.91704726219177
2,17,0.14440377607892985,0.9483133841131665,0.940971713955092,0.2567882355709741,0.8874388254486134,0.8776770363089582,1.7378034985236535e-05,125.03567337989807
2,18,0.14909614455583176,0.9455930359085963,0.9392541605958366,0.25455614154152634,0.8858075040783034,0.8734890068068811,1.0453658778440107e-05,185.56116700172424
2,19,0.13800847160673504,0.9488574537540805,0.9428983834971859,0.25230811169252504,0.8907014681892332,0.8803200918098454,5.279499846691251e-06,154.98158431053162
2,20,0.1415517266770831,0.9466811751904244,0.9386942100026895,0.2512850988425351,0.8890701468189234,0.8780503956304667,2.0816937636766186e-06,190.09717512130737
